,revid,parentid,user,anon,userid,timestamp,size,sha1,comment,page,date,diff,lag,age
941,395972346,395817265,98.102.232.162,True,0,2010-11-10 17:58:32+00:00,11338,122927336f20b4c8f216c0129a5411543c324b30,,Buffalo,2010-11-10,-1.0,72808.0,3251.8419212962963
942,396011747,395972346,Richard New Forest,,2962903,2010-11-10 21:44:00+00:00,11339,ffaea45c46ee95b1cdf627c700b63fd523e77aae,Revert to revision 395817265 dated 2010-11-09 21:45:04 by ClueBot NG using [[:en:Wikipedia:Tools/Navigation_popups|popups]],Buffalo,2010-11-10,1.0,13528.0,3251.99849537037
943,396751318,396011747,Hutcher,,4974557,2010-11-14 18:58:50+00:00,11320,73e82ce3df2b24bedca4441253701e802bfa719d,"/* Cattle */ Is [[Bison hunting]] known by the term ""Buffalo""?  It doesn't seem so otherwise that article would have an AKA ""buffalo"".  Read [[MOS:DAB]]",Buffalo,2010-11-14,-19.0,335690.0,3255.883796296296
944,396759832,396751318,Hutcher,,4974557,2010-11-14 19:44:37+00:00,11320,296370efbd6f39f01db677257ba66a428dd4a541,[[Cattle]] are cows.  They share the subfamily Bovinae with Buffalo but are not the same as per that article,Buffalo,2010-11-14,0.0,2747.0,3255.915590277778
945,396760653,396759832,Hutcher,,4974557,2010-11-14 19:48:30+00:00,10515,f3b942608b50c6c614ca680d0cd8a8381c75157c,"No ""Partial title matches"" [[Wikipedia:Disambiguation#Lists]] so moved crap to see also, if it's not known by ""buffalo"" alone then don't list it as an entry",Buffalo,2010-11-14,-805.0,233.0,3255.918287037037
946,396761463,396760653,Hutcher,,4974557,2010-11-14 19:52:52+00:00,9973,154310d7d15ba629d84fc559fc58772effee33ae,"No ""Partial title matches"" [[Wikipedia:Disambiguation#Lists]] so moved crap to see also, if it's not known by ""buffalo"" alone then don't list it as an entry",Buffalo,2010-11-14,-542.0,262.0,3255.9213194444446
947,396761665,396761463,Hutcher,,4974557,2010-11-14 19:53:55+00:00,9949,ad9d2fc944ce82cda8ecda57a644982557993580,/* United States */ let's sort as per MOS:DAB.  We don't need to clarify that we are following the MOS,Buffalo,2010-11-14,-24.0,63.0,3255.922048611111
948,396761752,396761665,Hutcher,,4974557,2010-11-14 19:54:16+00:00,9950,bc998da54ac923c016d457c588754e9de28ba0eb,/* United States */,Buffalo,2010-11-14,1.0,21.0,3255.9222916666668
949,396763275,396761752,Hutcher,,4974557,2010-11-14 20:02:32+00:00,9289,4adaeb1624106c431c6ab4531e249c410ade2ed9,"No ""Partial title matches"" [[Wikipedia:Disambiguation#Lists]] so moved crap to see also",Buffalo,2010-11-14,-661.0,496.0,3255.9280324074075
950,396763705,396763275,Hutcher,,4974557,2010-11-14 20:04:58+00:00,8876,a40045604d829995c60a3705c539d818382ca016,"/* Sport */ Do we call the Buffalo Bills: ""The Bills"" or ""The Buffalo""?  DON'T LIST THINGS THAT JUST HAPPEN TO BE FROM BUFFALO!",Buffalo,2010-11-14,-413.0,146.0,3255.929722222222
951,396764469,396763705,Hutcher,,4974557,2010-11-14 20:09:03+00:00,8897,98d411d7f5427034fb304b7634bb6f3163308970,,Buffalo,2010-11-14,21.0,245.0,3255.93255787037
952,396815411,396764469,117Avenue,,9535527,2010-11-15 01:10:04+00:00,8876,a40045604d829995c60a3705c539d818382ca016,I thought you just did,Buffalo,2010-11-15,-21.0,18061.0,3256.141597222222
953,397757283,396815411,99.106.192.242,True,0,2010-11-19 22:32:48+00:00,8902,3a8cf55bf37d80b0991abc57471c473515eba0e5,/* United States */,Buffalo,2010-11-19,26.0,422564.0,3261.0323842592593
954,397757295,397757283,ClueBot NG,,13286072,2010-11-19 22:32:51+00:00,8876,a40045604d829995c60a3705c539d818382ca016,"Reverting possible vandalism by [[Special:Contributions/99.106.192.242|99.106.192.242]] to version by 117Avenue. Questions, comments, complaints -> [[User:ClueBot NG/B|BRFA]] Thanks, [[User:ClueBot NG|ClueBot NG]]. (45606) (Bot)",Buffalo,2010-11-19,-26.0,3.0,3261.0324189814814
955,398957027,397757295,Luckas-bot,,7320905,2010-11-26 12:44:36+00:00,8908,adb6d3156c0c21d3e5e0e34df2d8038eba41f5e7,[r2.5.2] robot Adding: [[ca:Buffalo (desambiguació)]],Buffalo,2010-11-26,32.0,569505.0,3267.623912037037
956,399332615,398957027,FoxBot,,10254013,2010-11-28 15:24:47+00:00,8923,cb4baded4849d9f1a38a08e1706aed8db87fb135,robot Adding: [[sk:Buffalo]],Buffalo,2010-11-28,15.0,182411.0,3269.735150462963
957,400797956,399332615,SieBot,,4005189,2010-12-06 04:38:32+00:00,8937,0ec96d105b25506a8207f809fb7219cfb26dbbac,robot Adding: [[tl:Bupalo]],Buffalo,2010-12-06,14.0,652425.0,3277.2863657407406
958,401479692,400797956,Thijs!bot,,1392310,2010-12-09 17:56:23+00:00,8952,a225a1f5b50853a875aa8f4c28a6d44b9176697d,[r2.6.3] robot Adding: [[ro:Buffalo]],Buffalo,2010-12-09,15.0,307071.0,3280.840428240741
959,402425314,401479692,184.39.32.155,True,0,2010-12-14 23:43:05+00:00,8950,f58be5b5468d00b83be48fcad9ec07ce077e1d4e,/* Bovine */,Buffalo,2010-12-14,-2.0,452802.0,3286.0811921296295
960,402425348,402425314,Modernist,,1653549,2010-12-14 23:43:20+00:00,8952,a225a1f5b50853a875aa8f4c28a6d44b9176697d,[[Help:Reverting|Reverted]] edits by [[Special:Contributions/184.39.32.155|184.39.32.155]] ([[User talk:184.39.32.155|talk]]) to last version by Thijs!bot,Buffalo,2010-12-14,2.0,15.0,3286.0813657407407
961,402898396,402425348,216.100.93.76,True,0,2010-12-17 18:56:00+00:00,8834,57e37416b2f5c8b929cfd63790a52be1d792a9d6,,Buffalo,2010-12-17,-118.0,241960.0,3288.881828703704
962,402898417,402898396,Krashlandon,,750649,2010-12-17 18:56:07+00:00,8952,a225a1f5b50853a875aa8f4c28a6d44b9176697d,Reverted edits by [[Special:Contributions/216.100.93.76|216.100.93.76]] ([[User talk:216.100.93.76|talk]]) to last revision by Modernist ([[WP:HG|HG]]),Buffalo,2010-12-17,118.0,7.0,3288.881909722222
963,403637462,402898417,173.73.157.234,True,0,2010-12-22 02:40:12+00:00,8532,22879193393e252c0ae42f17a19fc10333fb89b5,/* Animals */,Buffalo,2010-12-22,-420.0,373445.0,3293.204189814815
964,403637475,403637462,Alansohn,,118722,2010-12-22 02:40:16+00:00,8952,a225a1f5b50853a875aa8f4c28a6d44b9176697d,Reverted edits by [[Special:Contributions/173.73.157.234|173.73.157.234]] ([[User talk:173.73.157.234|talk]]) to last revision by Krashlandon ([[WP:HG|HG]]),Buffalo,2010-12-22,420.0,4.0,3293.204236111111
965,403637584,403637475,173.73.157.234,True,0,2010-12-22 02:41:13+00:00,8563,465712ef57276fdaa7a30b8a72347fcc6561f403,/* Bovine */,Buffalo,2010-12-22,-389.0,57.0,3293.2048958333335
966,403637664,403637584,Matthew Yeager,,4134475,2010-12-22 02:41:53+00:00,8952,a225a1f5b50853a875aa8f4c28a6d44b9176697d,Reverted edits by [[Special:Contributions/173.73.157.234|173.73.157.234]] ([[User talk:173.73.157.234|talk]]) to last revision by Alansohn ([[WP:HG|HG]]),Buffalo,2010-12-22,389.0,40.0,3293.2053587962964
967,403755102,403637664,173.73.157.234,True,0,2010-12-22 20:03:56+00:00,8550,9099bc2fdec078c01781815cf373aa6c067d2884,/* Bovine */,Buffalo,2010-12-22,-402.0,62523.0,3293.9290046296296
968,403757345,403755102,117Avenue,,9535527,2010-12-22 20:18:49+00:00,8952,a225a1f5b50853a875aa8f4c28a6d44b9176697d,Undid revision 403755102 by [[Special:Contributions/173.73.157.234|173.73.157.234]] ([[User talk:173.73.157.234|talk]]),Buffalo,2010-12-22,402.0,893.0,3293.939340277778
969,404043046,403757345,Richlitt,,12804305,2010-12-24 15:50:57+00:00,9006,0e6756de16efcefd8068279f6338bfe2fa39bde4,/* Bovine */,Buffalo,2010-12-24,54.0,156728.0,3295.753321759259
970,404262255,404043046,64.250.217.160,True,0,2010-12-26 07:13:24+00:00,8988,3afa52a0fba83f3dbafc93908d808698cf53fb6b,,Buffalo,2010-12-26,-18.0,141747.0,3297.393912037037
971,404262259,404262255,ClueBot NG,,13286072,2010-12-26 07:13:25+00:00,9006,0e6756de16efcefd8068279f6338bfe2fa39bde4,"Reverting possible vandalism by [[Special:Contributions/64.250.217.160|64.250.217.160]] to version by Lajaki. False positive? [[User:ClueBot NG/FalsePositives|Report it]]. Thanks, [[User:ClueBot NG|ClueBot NG]]. (144348) (Bot)",Buffalo,2010-12-26,18.0,1.0,3297.393923611111
972,404856286,404262259,ArthurBot,,8001475,2010-12-29 19:07:07+00:00,9046,f39b39db7d3bb522d9f1ac92290e1b5604503c8e,r2.6.3) (robot Adding: [[hu:Buffalo (egyértelműsítő lap)]],Buffalo,2010-12-29,40.0,302022.0,3300.889548611111
973,404943022,404856286,67.160.82.80,True,0,2010-12-30 05:20:21+00:00,9033,395e397464be14c33acdae48b80d8c2baba7c7c6,"removed table of contents, which disambig pages don't have",Buffalo,2010-12-30,-13.0,36794.0,3301.3154050925928
974,404943102,404943022,117Avenue,,9535527,2010-12-30 05:21:06+00:00,9046,f39b39db7d3bb522d9f1ac92290e1b5604503c8e,"Undid revision 404943022 by [[Special:Contributions/67.160.82.80|67.160.82.80]] ([[User talk:67.160.82.80|talk]]), this one does",Buffalo,2010-12-30,13.0,45.0,3301.315925925926
975,405661899,404943102,GraemeLeggett,,187158,2011-01-03 09:56:23+00:00,9043,43a489841d4e323517f547498658e28a496a9d78,/* Military */ copyedit to note British use of Buffalo as service name,Buffalo,2011-01-03,-3.0,362117.0,3305.5070949074075
976,405661972,405661899,GraemeLeggett,,187158,2011-01-03 09:57:21+00:00,9094,3936ba041a33a68a930a55533bf3ba54fb0e690c,/* Transport */ add Leyland Buffalo (redlink though),Buffalo,2011-01-03,51.0,58.0,3305.507766203704
977,406531451,405661972,98.194.12.219,True,0,2011-01-07 18:42:59+00:00,9159,7507bb4c68c97cd85758aa77115903b82374255f,,Buffalo,2011-01-07,65.0,377138.0,3309.8727893518517
978,407386733,406531451,208.118.118.151,True,0,2011-01-12 01:29:21+00:00,9204,b77d144546546992968f4c6cc8a3ba806f6a9651,/* Music */,Buffalo,2011-01-12,45.0,369982.0,3314.154988425926
979,408766843,407386733,Yobot,,7328338,2011-01-19 11:17:10+00:00,9191,2f094895665e24a39934c18d53aff7020fb2dc9f,[[WP:CHECKWIKI]] error fixes + [[WP:GENFIXES|general fixes]] using [[Project:AWB|AWB]] (7551),Buffalo,2011-01-19,-13.0,640069.0,3321.5631944444444
980,411079117,408766843,24.15.224.156,True,0,2011-01-31 01:58:53+00:00,9212,7664090c19e729bcf2999c01baa451d66a6eabc8,/* Animals */,Buffalo,2011-01-31,21.0,1003303.0,3333.1754976851853
981,411079130,411079117,ClueBot NG,,13286072,2011-01-31 01:58:57+00:00,9191,2f094895665e24a39934c18d53aff7020fb2dc9f,"Reverting possible vandalism by [[Special:Contributions/24.15.224.156|24.15.224.156]] to version by Yobot. False positive? [[User:ClueBot NG/FalsePositives|Report it]]. Thanks, [[User:ClueBot NG|ClueBot NG]]. (241268) (Bot)",Buffalo,2011-01-31,-21.0,4.0,3333.1755439814815
982,411460852,411079130,Rtkat3,,275202,2011-02-01 22:27:05+00:00,9207,e10c7eda108f23c1eac3cb8271791a2179e3f264,,Buffalo,2011-02-01,16.0,160088.0,3335.028414351852
983,413768902,411460852,Dramatic,,6269,2011-02-13 22:29:41+00:00,9294,1df1e1646c5ab369ea2076ca463e31588484a968,/* Music */,Buffalo,2011-02-13,87.0,1036956.0,3347.0302199074076
984,414710891,413768902,96.42.254.90,True,0,2011-02-19 01:08:33+00:00,9345,6a7e84b017cf19532c46f8b95a9d4a3c491367ec,/* Coins */,Buffalo,2011-02-19,51.0,441532.0,3352.1405439814816
985,414710897,414710891,ClueBot NG,,13286072,2011-02-19 01:08:36+00:00,9294,1df1e1646c5ab369ea2076ca463e31588484a968,"Reverting possible vandalism by [[Special:Contributions/96.42.254.90|96.42.254.90]] to version by Dramatic. False positive? [[User:ClueBot NG/FalsePositives|Report it]]. Thanks, [[User:ClueBot NG|ClueBot NG]]. (291329) (Bot)",Buffalo,2011-02-19,-51.0,3.0,3352.140578703704
986,414745681,414710897,Peterdx,,8270921,2011-02-19 06:52:59+00:00,9335,e3b44e90d4e27e648f385787a20ab6f2b4154675,bg:,Buffalo,2011-02-19,41.0,20663.0,3352.3797337962965
987,415018648,414745681,Haha311,,14042522,2011-02-20 22:06:31+00:00,9412,6ada705f0715c391fba08d13cbc1e17691617085,,Buffalo,2011-02-20,77.0,141212.0,3354.0141319444447
988,415018655,415018648,ClueBot NG,,13286072,2011-02-20 22:06:35+00:00,9335,e3b44e90d4e27e648f385787a20ab6f2b4154675,"Reverting possible vandalism by [[Special:Contributions/Haha311|Haha311]] to version by Peterdx. False positive? [[User:ClueBot NG/FalsePositives|Report it]]. Thanks, [[User:ClueBot NG|ClueBot NG]]. (294611) (Bot)",Buffalo,2011-02-20,-77.0,4.0,3354.014178240741
989,415933782,415018655,66.134.126.108,True,0,2011-02-25 21:52:16+00:00,9498,8a184b261be56e774b43659d8b60c2029b5a28b0,/* People */,Buffalo,2011-02-25,163.0,431141.0,3359.004236111111
990,415944159,415933782,Boing! said Zebedee,,5243703,2011-02-25 23:02:53+00:00,9335,e3b44e90d4e27e648f385787a20ab6f2b4154675,"Reverted 1 edit by [[Special:Contributions/66.134.126.108|66.134.126.108]] ([[User talk:66.134.126.108|talk]]); There's no mention of ""buffalo"" at that target page. ([[WP:TW|TW]])",Buffalo,2011-02-25,-163.0,4237.0,3359.053275462963
991,417042346,415944159,206.163.242.228,True,0,2011-03-04 06:50:50+00:00,9399,d7b7fd36e3fe5178182e83bf0a2679d527559c17,/* Sport */,Buffalo,2011-03-04,64.0,546477.0,3365.3782407407407
992,421559842,417042346,198.236.11.244,True,0,2011-03-30 22:47:54+00:00,9419,3ad0b3a8e81be2d9338d5f62618e6daa9e5c4bcc,,Buffalo,2011-03-30,20.0,2303824.0,3392.0428703703706
993,421560425,421559842,117Avenue,,9535527,2011-03-30 22:51:51+00:00,9399,d7b7fd36e3fe5178182e83bf0a2679d527559c17,Undid revision 421559842 by [[Special:Contributions/198.236.11.244|198.236.11.244]] ([[User talk:198.236.11.244|talk]]),Buffalo,2011-03-30,-20.0,237.0,3392.045613425926
994,421850861,421560425,199.181.136.59,True,0,2011-04-01 17:41:16+00:00,9432,e769fb8201297ba8048843e8ed64ac4c0a248fc6,,Buffalo,2011-04-01,33.0,154165.0,3393.8299305555556
995,421851613,421850861,Iohannes Animosus,,5746514,2011-04-01 17:46:15+00:00,9399,d7b7fd36e3fe5178182e83bf0a2679d527559c17,Undid revision 421850861 by [[Special:Contributions/199.181.136.59|199.181.136.59]] ([[User talk:199.181.136.59|talk]]),Buffalo,2011-04-01,-33.0,299.0,3393.8333912037037
996,422381733,421851613,206.213.157.4,True,0,2011-04-04 20:40:47+00:00,9399,581bce2fe80c801e605b55cd19d5076693cbbb64,/* Animals */,Buffalo,2011-04-04,0.0,269672.0,3396.954594907407
997,422381933,422381733,Ronhjones,,6774658,2011-04-04 20:41:50+00:00,9399,d7b7fd36e3fe5178182e83bf0a2679d527559c17,Reverted edits by [[Special:Contributions/206.213.157.4|206.213.157.4]] ([[User talk:206.213.157.4|talk]]) to last revision by Michal Nebyla ([[WP:HG|HG]]),Buffalo,2011-04-04,0.0,63.0,3396.9553240740743
998,422662027,422381933,Kamakaziwassabi,,14335788,2011-04-06 08:41:42+00:00,9392,fddfacb97e24d4402c0dce7f224a8bdac9a0ad15,,Buffalo,2011-04-06,-7.0,129592.0,3398.4552314814814
999,422662061,422662027,Fæ,,12020489,2011-04-06 08:42:02+00:00,9399,d7b7fd36e3fe5178182e83bf0a2679d527559c17,Reverted edits by [[Special:Contributions/Kamakaziwassabi|Kamakaziwassabi]] to last version by Ronhjones ([[User:Ale_jrb/Scripts/igloo|GLOO]]),Buffalo,2011-04-06,7.0,20.0,3398.455462962963
1000,423514498,422662061,24.38.91.34,True,0,2011-04-11 14:13:41+00:00,7825,4e8cbe606ef8b05d877fe1211659653ecded4bd4,/* Places */,Buffalo,2011-04-11,-1574.0,451899.0,3403.6857754629627
1001,423514505,423514498,ClueBot NG,,13286072,2011-04-11 14:13:45+00:00,9399,d7b7fd36e3fe5178182e83bf0a2679d527559c17,"Reverting possible vandalism by [[Special:Contributions/24.38.91.34|24.38.91.34]] to version by Fæ. False positive? [[User:ClueBot NG/FalsePositives|Report it]]. Thanks, [[User:ClueBot NG|ClueBot NG]]. (374878) (Bot)",Buffalo,2011-04-11,1574.0,4.0,3403.6858217592594
1002,424209960,423514505,24.159.84.230,True,0,2011-04-15 15:07:11+00:00,9495,555887228304de00b01e6a2c1b4df61d67e40a96,/* Other places */,Buffalo,2011-04-15,96.0,348806.0,3407.7229282407407
1003,424210346,424209960,Logan,,3834462,2011-04-15 15:09:37+00:00,9399,d7b7fd36e3fe5178182e83bf0a2679d527559c17,Reverted edits by [[Special:Contributions/24.159.84.230|24.159.84.230]] ([[User talk:24.159.84.230|talk]]) addition of [[WP:References|unsourced]] content ([[WP:HG|HG]]),Buffalo,2011-04-15,-96.0,146.0,3407.7246180555558
1004,426125315,424210346,124.188.118.216,True,0,2011-04-27 01:30:56+00:00,9400,ee3b63185bba1cdd0cbdb450cba523be24bf0ea7,,Buffalo,2011-04-27,1.0,987679.0,3419.156087962963
1005,426125407,426125315,Tide rolls,,7167267,2011-04-27 01:31:49+00:00,9399,d7b7fd36e3fe5178182e83bf0a2679d527559c17,Reverted edits by [[Special:Contributions/124.188.118.216|124.188.118.216]] ([[User talk:124.188.118.216|talk]]) to last revision by Logan ([[WP:HG|HG]]),Buffalo,2011-04-27,-1.0,53.0,3419.156701388889
1006,427699097,426125407,74.240.202.251,True,0,2011-05-06 04:37:02+00:00,9563,2e6155bafc2c087b539d864ef48e32173da4ded9,,Buffalo,2011-05-06,164.0,788713.0,3428.285324074074
1007,427699105,427699097,ClueBot NG,,13286072,2011-05-06 04:37:06+00:00,9399,d7b7fd36e3fe5178182e83bf0a2679d527559c17,"Reverting possible vandalism by [[Special:Contributions/74.240.202.251|74.240.202.251]] to version by Tide rolls. False positive? [[User:ClueBot NG/FalsePositives|Report it]]. Thanks, [[User:ClueBot NG|ClueBot NG]]. (392925) (Bot)",Buffalo,2011-05-06,-164.0,4.0,3428.2853703703704
1008,427699461,427699105,74.240.202.251,True,0,2011-05-06 04:41:59+00:00,9531,0dc6b3b78b6466f781e201157540804c9470d9db,I have made this because were I come from in Tennessee a buffalo is what we call our sister or brothers partner. I hope this deffintion is approved!,Buffalo,2011-05-06,132.0,293.0,3428.288761574074
1009,427699589,427699461,Uhai,,2810812,2011-05-06 04:43:23+00:00,9399,d7b7fd36e3fe5178182e83bf0a2679d527559c17,Reverted edits by [[Special:Contributions/74.240.202.251|74.240.202.251]] ([[User talk:74.240.202.251|talk]]) identified as unconstructive ([[WP:HG|HG]]),Buffalo,2011-05-06,-132.0,84.0,3428.2897337962963
1010,428617117,427699589,Luckas-bot,,7320905,2011-05-11 17:56:23+00:00,9414,f62cba6c08ff79ffe6eddd32dde29903e7088f34,r2.7.1) (robot Adding: [[eu:Buffalo]],Buffalo,2011-05-11,15.0,479580.0,3433.840428240741
1011,432844272,428617117,193.63.54.104,True,0,2011-06-06 13:00:45+00:00,9426,3ea0648f678c5c1b4851de210843b3b775c139a4,,Buffalo,2011-06-06,12.0,2228662.0,3459.635127314815
1012,432844281,432844272,ClueBot NG,,13286072,2011-06-06 13:00:47+00:00,9414,f62cba6c08ff79ffe6eddd32dde29903e7088f34,"Reverting possible vandalism by [[Special:Contributions/193.63.54.104|193.63.54.104]] to version by Luckas-bot. False positive? [[User:ClueBot NG/FalsePositives|Report it]]. Thanks, [[User:ClueBot NG|ClueBot NG]]. (449351) (Bot)",Buffalo,2011-06-06,-12.0,2.0,3459.635150462963
1013,434823938,432844281,Boleyn,,6127189,2011-06-17 20:25:31+00:00,9717,73ad47cee0ae46188068ab19e0581d34f5d0b374,+info from merge from [[Buffalo (bovine)]],Buffalo,2011-06-17,303.0,977084.0,3470.9439930555554
1014,434835926,434823938,Richard New Forest,,2962903,2011-06-17 21:16:15+00:00,9414,f62cba6c08ff79ffe6eddd32dde29903e7088f34,Undid revision 434823938 by [[Special:Contributions/Boleyn|Boleyn]] ([[User talk:Boleyn|talk]])  Already covered.,Buffalo,2011-06-17,-303.0,3044.0,3470.979224537037
1015,436084119,434835926,76.92.203.135,True,0,2011-06-25 03:31:28+00:00,9419,8140ca494eb036b3c2ff808a9e0ab523fa1f73e3,/* Bovine */,Buffalo,2011-06-25,5.0,627313.0,3478.239791666667
1016,436084124,436084119,ClueBot NG,,13286072,2011-06-25 03:31:30+00:00,9414,f62cba6c08ff79ffe6eddd32dde29903e7088f34,"Reverting possible vandalism by [[Special:Contributions/76.92.203.135|76.92.203.135]] to version by Richard New Forest. False positive? [[User:ClueBot NG/FalsePositives|Report it]]. Thanks, [[User:ClueBot NG|ClueBot NG]]. (480524) (Bot)",Buffalo,2011-06-25,-5.0,2.0,3478.239814814815
1017,437674069,436084124,Bfuente1,,5273587,2011-07-04 07:58:26+00:00,9268,5962f1ad6461f9d2481ea798f4c805762ba0e8e2,,Buffalo,2011-07-04,-146.0,793616.0,3487.425185185185
1018,438741930,437674069,Varlaam,,45645,2011-07-10 13:31:31+00:00,9239,53cda176b6815f5653ab994a05597d0e9023ac73,/* See also */ Deleted dubious red link,Buffalo,2011-07-10,-29.0,538385.0,3493.6564930555555
1019,438742539,438741930,Varlaam,,45645,2011-07-10 13:37:20+00:00,9274,00e83a465f690252aa522a3281410b1f4b7ffc9d,/* See also */ Added Búfalo,Buffalo,2011-07-10,35.0,349.0,3493.6605324074076
1020,438742753,438742539,Varlaam,,45645,2011-07-10 13:39:02+00:00,9288,cff196093e486a559f8adcafac3e47b5e5bbfc9b,/* See also */ Buffalo gourd,Buffalo,2011-07-10,14.0,102.0,3493.661712962963
1021,440492448,438742753,199.20.23.18,True,0,2011-07-20 15:01:10+00:00,9288,7957210c01408e4b5878e63bdae4d6c1edb30b56,,Buffalo,2011-07-20,0.0,868928.0,3503.71875
1022,440492702,440492448,Pinethicket,,9674144,2011-07-20 15:03:02+00:00,9288,cff196093e486a559f8adcafac3e47b5e5bbfc9b,[[Help:Reverting|Reverted]] edits by [[Special:Contributions/199.20.23.18|199.20.23.18]] ([[User talk:199.20.23.18|talk]]) to last version by Varlaam,Buffalo,2011-07-20,0.0,112.0,3503.7200462962965
1023,441285197,440492702,Folex01,,14984257,2011-07-25 03:40:58+00:00,9364,832faf0e430fd0d31a0ee705e99e683310e8fae0,,Buffalo,2011-07-25,76.0,391076.0,3508.2463888888888
1024,441285622,441285197,Jeff G.,,3080493,2011-07-25 03:44:39+00:00,9288,cff196093e486a559f8adcafac3e47b5e5bbfc9b,Reverted edits by [[Special:Contributions/Folex01|Folex01]] ([[User talk:Folex01|talk]]) to last revision by Pinethicket ([[WP:HG|HG]]),Buffalo,2011-07-25,-76.0,221.0,3508.248946759259
1025,442796973,441285622,Tbhotch,,10808929,2011-08-03 05:37:25+00:00,9250,74d2449323a5724cfb0dd6e70766a191015212fd,[[WP:DISAM]],Buffalo,2011-08-03,-38.0,784366.0,3517.3272569444443
1026,442797080,442796973,Tbhotch,,10808929,2011-08-03 05:38:39+00:00,9174,1e079bc0e8879850a3409cbe52d505f2f49a2f4f,/* See also */  [[WP:DISAM]],Buffalo,2011-08-03,-76.0,74.0,3517.328113425926
1027,443459291,442797080,EmausBot,,11292982,2011-08-07 04:50:45+00:00,9187,fa2158da1d195b2b0467e1aea3747d6eaaedb4ad,r2.6.4) (robot Modifying: [[it:Buffalo (disambigua)]],Buffalo,2011-08-07,13.0,342726.0,3521.294849537037
1028,444173571,443459291,Pzrq,,13962407,2011-08-11 01:16:05+00:00,9329,a7bac21a38f70ac29aeaf477c1cb74a1109c15f5,/* Computers */ Add 68HC11,Buffalo,2011-08-11,142.0,332720.0,3525.145775462963
1029,444177189,444173571,Graham87,,194203,2011-08-11 01:43:36+00:00,9329,a7bac21a38f70ac29aeaf477c1cb74a1109c15f5,"1 revision from [[:nost:Buffalo]]: import old edit, see [[User:Graham87/Import]]",Buffalo,2011-08-11,0.0,1651.0,3525.1648842592595
1030,444662613,444177189,C.Fred,,461300,2011-08-13 17:47:36+00:00,9373,b1847aa3805412ba09fd0933ec4323b79bf62ac4,"/* Animals */ add Ictiobus, aka Buffalo fish",Buffalo,2011-08-13,44.0,230640.0,3527.8343287037037
1031,446675035,444662613,130.15.40.182,True,0,2011-08-25 16:13:34+00:00,9493,380552639870d585f006210af02abdfdc9a43209,/* Bovine */,Buffalo,2011-08-25,120.0,1031158.0,3539.769027777778
1032,446675259,446675035,Fluffernutter,,6849511,2011-08-25 16:15:21+00:00,9373,b1847aa3805412ba09fd0933ec4323b79bf62ac4,Reverted edits by [[Special:Contributions/130.15.40.182|130.15.40.182]] ([[User talk:130.15.40.182|talk]]) addition of [[WP:References|unsourced]] content ([[WP:HG|HG]]),Buffalo,2011-08-25,-120.0,107.0,3539.7702662037036
1033,446675786,446675259,130.15.40.182,True,0,2011-08-25 16:18:56+00:00,9493,21abc3575ce7e3e036d793131d6305f0b9dd63f0,/* Bovine */,Buffalo,2011-08-25,120.0,215.0,3539.7727546296296
1034,446675914,446675786,Grafen,,307602,2011-08-25 16:19:46+00:00,9373,b1847aa3805412ba09fd0933ec4323b79bf62ac4,Reverted edits by [[Special:Contributions/130.15.40.182|130.15.40.182]] ([[User talk:130.15.40.182|talk]]) to last revision by Fluffernutter ([[WP:HG|HG]]),Buffalo,2011-08-25,-120.0,50.0,3539.7733333333335
1035,450541008,446675914,Cit helper,,12537061,2011-09-14 21:52:43+00:00,9377,fb5636096f00eb5681f3656168b8b3f5a17b8ad5,[[Wikipedia:Template substitution|subst:'ing]] using [[Project:AWB|AWB]],Buffalo,2011-09-14,4.0,1747977.0,3560.004548611111
1036,451367251,450541008,Lascorz,,4834775,2011-09-19 18:21:19+00:00,9392,507d314ad196999587102d578e63e3cec778924a,+an,Buffalo,2011-09-19,15.0,419316.0,3564.8577430555556
1037,452331663,451367251,Titus III,,764603,2011-09-25 09:56:51+00:00,9391,3ef6b9e6ed04077cebde115b46db1d7c6f2b0264,Better to have TOC at the left,Buffalo,2011-09-25,-1.0,488132.0,3570.5074189814814
1038,452403054,452331663,117Avenue,,9535527,2011-09-25 19:55:41+00:00,9392,507d314ad196999587102d578e63e3cec778924a,"Undid revision 452331663 by [[Special:Contributions/Titus III|Titus III]] ([[User talk:Titus III|talk]]), no, this looks weird",Buffalo,2011-09-25,1.0,35930.0,3570.923275462963
1039,452984612,452403054,69.115.132.159,True,0,2011-09-29 03:13:17+00:00,9435,4cf83ec80db346bbe8cd2b6dcb2cc566f649a6e3,,Buffalo,2011-09-29,43.0,285456.0,3574.227164351852
1040,452984781,452984612,69.115.132.159,True,0,2011-09-29 03:14:47+00:00,9392,507d314ad196999587102d578e63e3cec778924a,,Buffalo,2011-09-29,-43.0,90.0,3574.2282060185184
1041,455254057,452984781,216.56.63.226,True,0,2011-10-12 19:25:27+00:00,9394,453181b00d271b8fc8b5876a9c68d7433f8d5df1,/* Animals */,Buffalo,2011-10-12,2.0,1181440.0,3587.9022800925927
1042,455254064,455254057,Fluffernutter,,6849511,2011-10-12 19:25:31+00:00,9392,507d314ad196999587102d578e63e3cec778924a,Reverted edits by [[Special:Contributions/216.56.63.226|216.56.63.226]] ([[User talk:216.56.63.226|talk]]) to last revision by 69.115.132.159 ([[WP:HG|HG]]),Buffalo,2011-10-12,-2.0,4.0,3587.902326388889
